parent_id,child_id,relation,required_for_clearance,average_tokens_per_epoch,evidence,notes
hf:allenai/open_math_2_50k_r1-original,hf:nvidia/OpenMathInstruct-2,retains_problems_and_prior_solutions,yes,,local parquet fields and NVIDIA card,"8988 GSM8K plus 40841 augmented_gsm8k rows"
hf:allenai/open_math_2_50k_r1-original,model:deepseek-r1-family,generated_response_layer,yes,,AllenAI regenerated_model_type field and DeepSeek model card,
hf:allenai/verifiable-reasoning-filtered-gpt-41,code:rlve-gym,procedurally_generates_prompts_and_verifiers,yes,,row ID/category match to RLVE environment identifiers,
hf:allenai/verifiable-reasoning-filtered-gpt-41,work:rlve-external-problem-sources,adapts_problem_families,yes,,prompt-level audit plus RLVE environment source comments,"127865 of 284820 rows map to 122 externally cited variants; 4921 additional rows belong to four unmatched variants. Prompt audit finds 45 close/constrained and 15 expressive/source-specific variants."
hf:allenai/verifiable-reasoning-filtered-o4-mini,code:rlve-gym,procedurally_generates_prompts_and_verifiers,yes,,row ID/category match to RLVE environment identifiers,
hf:allenai/verifiable-reasoning-filtered-o4-mini,work:rlve-external-problem-sources,adapts_problem_families,yes,,prompt-level audit plus RLVE environment source comments,"106059 of 241265 rows map to 122 externally cited variants; 4107 additional rows belong to four unmatched variants. Prompt audit finds 45 close/constrained and 15 expressive/source-specific variants."
hf:allenai/tulu-3-sft-olmo-2-mixture-0225,hf:allenai/tulu-3-hard-coded,retains_prompts_or_responses,yes,,,
hf:allenai/tulu-3-sft-olmo-2-mixture-0225,hf:allenai/tulu-3-personas-algebra,retains_prompts_or_responses,yes,,,
hf:allenai/tulu-3-sft-olmo-2-mixture-0225,hf:allenai/tulu-3-sft-personas-code,retains_prompts_or_responses,yes,,,
hf:allenai/tulu-3-sft-olmo-2-mixture-0225,hf:allenai/tulu-3-sft-personas-instruction-following,retains_prompts_or_responses,yes,,,
hf:allenai/tulu-3-sft-olmo-2-mixture-0225,hf:allenai/tulu-3-sft-personas-math-filtered,retains_prompts_or_responses,yes,,,
hf:allenai/tulu-3-sft-olmo-2-mixture-0225,hf:allenai/tulu-3-sft-personas-math-grade-filtered,retains_prompts_or_responses,yes,,,
hf:allenai/tulu-3-sft-olmo-2-mixture-0225,hf:allenai/wildguardmix,retains_prompts_or_responses,yes,,,
hf:allenai/tulu-3-sft-olmo-2-mixture-0225,hf:allenai/wildjailbreak,retains_prompts_or_responses,yes,,,
hf:allenai/tulu-3-sft-olmo-2-mixture-0225,hf:theblackcat102/evol-codealpaca-v1,retains_prompts_or_responses,yes,,,
hf:danish-foundation-models/dfm-dyna-instruct,component:dfm-dyna:agentic-code,contains_component,yes,34769924,,
hf:danish-foundation-models/dfm-dyna-instruct,component:dfm-dyna:apertus,contains_component,yes,3033512464,,
hf:danish-foundation-models/dfm-dyna-instruct,component:dfm-dyna:da-refusals,contains_component,yes,17706,,
hf:danish-foundation-models/dfm-dyna-instruct,component:dfm-dyna:danish-verifiable-reasoning,contains_component,yes,9064406,,
hf:danish-foundation-models/dfm-dyna-instruct,component:dfm-dyna:ifbench-train,contains_component,yes,1262590,,
hf:danish-foundation-models/dfm-dyna-instruct,component:dfm-dyna:mt-da-deepseek,contains_component,yes,8883200,,
hf:danish-foundation-models/dfm-dyna-instruct,component:dfm-dyna:translation-100k,contains_component,yes,98008752,,
hf:danish-foundation-models/dfm-dyna-instruct,component:dfm-dyna:when2call,contains_component,yes,3797583,,
hf:danish-foundation-models/dfm-dyna-instruct,component:dfm-dyna:wiki-instruct-da,contains_component,yes,164686585,,
hf:danish-foundation-models/dfm-dyna-instruct,component:dfm-dyna:wildchat-qwen,contains_component,yes,189868452,,
hf:giannor/dala_tv2r_it,work:tv2r-covered-text,retains_source_text,yes,,,
hf:giannor/gec_dala_tv2r_it,work:tv2r-covered-text,retains_source_text,yes,,,
hf:oliverkinch/autodata-da-sft,work:dynaword-covered-passages,retains_or_transforms_source_passages,yes,,,
hf:oliverkinch/da-instruct-dynaword,work:dynaword-covered-passages,retains_or_transforms_source_passages,yes,,,
hf:oliverkinch/da-instruct-dynaword-contemporary,work:dynaword-covered-passages,retains_or_transforms_source_passages,yes,,,
hf:oliverkinch/da-instruct-dynaword-contemporary-hq,work:dynaword-covered-passages,retains_or_transforms_source_passages,yes,,,
hf:oliverkinch/da-instruct-dynaword-hq,work:dynaword-covered-passages,retains_or_transforms_source_passages,yes,,,
hf:oliverkinch/dynaword-bt,work:dynaword-covered-passages,retains_or_transforms_source_passages,yes,,,
hf:schneiderkamplab/common-pile-denoising,work:common-pile-covered-passages,retains_or_transforms_source_passages,yes,,,
hf:schneiderkamplab/common-pile-paragraph-reordering,work:common-pile-covered-passages,retains_or_transforms_source_passages,yes,,,
hf:schneiderkamplab/common-pile-prefix-continuation,work:common-pile-covered-passages,retains_or_transforms_source_passages,yes,,,
hf:schneiderkamplab/common-pile-span-filling,work:common-pile-covered-passages,retains_or_transforms_source_passages,yes,,,
hf:schneiderkamplab/danish-dynaword-denoising,work:dynaword-covered-passages,retains_or_transforms_source_passages,yes,,,
hf:schneiderkamplab/danish-dynaword-paragraph-reordering,work:dynaword-covered-passages,retains_or_transforms_source_passages,yes,,,
hf:schneiderkamplab/danish-dynaword-prefix-continuation,work:dynaword-covered-passages,retains_or_transforms_source_passages,yes,,,
hf:schneiderkamplab/danish-dynaword-span-filling,work:dynaword-covered-passages,retains_or_transforms_source_passages,yes,,,
hf:schneiderkamplab/dfm8-synthetic-code-debugging,generated:dfm8:synthetic-pipeline,generated_and_audited_layer,yes,,,
hf:schneiderkamplab/dfm8-synthetic-code-debugging,work:common-pile-covered-passages,possible_seed_family,yes,,,
hf:schneiderkamplab/dfm8-synthetic-code-debugging,work:dynaword-covered-passages,possible_seed_family,yes,,,
hf:schneiderkamplab/dfm8-synthetic-constrained-format-following,generated:dfm8:synthetic-pipeline,generated_and_audited_layer,yes,,,
hf:schneiderkamplab/dfm8-synthetic-constrained-format-following,work:common-pile-covered-passages,possible_seed_family,yes,,,
hf:schneiderkamplab/dfm8-synthetic-constrained-format-following,work:dynaword-covered-passages,possible_seed_family,yes,,,
hf:schneiderkamplab/dfm8-synthetic-danish-summarization-rewrite-controls,generated:dfm8:synthetic-pipeline,generated_and_audited_layer,yes,,,
hf:schneiderkamplab/dfm8-synthetic-danish-summarization-rewrite-controls,work:common-pile-covered-passages,possible_seed_family,yes,,,
hf:schneiderkamplab/dfm8-synthetic-danish-summarization-rewrite-controls,work:dynaword-covered-passages,possible_seed_family,yes,,,
hf:schneiderkamplab/dfm8-synthetic-multiturn-danish-english-chat,generated:dfm8:synthetic-pipeline,generated_and_audited_layer,yes,,,
hf:schneiderkamplab/dfm8-synthetic-multiturn-danish-english-chat,work:common-pile-covered-passages,possible_seed_family,yes,,,
hf:schneiderkamplab/dfm8-synthetic-multiturn-danish-english-chat,work:dynaword-covered-passages,possible_seed_family,yes,,,
hf:schneiderkamplab/dfm8-synthetic-native-tool-calling,generated:dfm8:synthetic-pipeline,generated_and_audited_layer,yes,,,
hf:schneiderkamplab/dfm8-synthetic-native-tool-calling,work:common-pile-covered-passages,possible_seed_family,yes,,,
hf:schneiderkamplab/dfm8-synthetic-native-tool-calling,work:dynaword-covered-passages,possible_seed_family,yes,,,
hf:schneiderkamplab/dfm8-synthetic-strict-math-answer-contract,generated:dfm8:synthetic-pipeline,generated_and_audited_layer,yes,,,
hf:schneiderkamplab/dfm8-synthetic-strict-math-answer-contract,work:common-pile-covered-passages,possible_seed_family,yes,,,
hf:schneiderkamplab/dfm8-synthetic-strict-math-answer-contract,work:dynaword-covered-passages,possible_seed_family,yes,,,
hf:schneiderkamplab/sapient-synth-flan-dialog-fsopt-data-qrecc,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-dialog-fsopt-data-qrecc,work:sapient-upstream:qrecc,task_provenance_for_low_overlap_synthetic_recreation,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-dialog-fsopt-data-qrecc-ii,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-dialog-fsopt-data-qrecc-ii,work:sapient-upstream:qrecc,task_provenance_for_low_overlap_synthetic_recreation,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-dialog-zsopt-data-qrecc,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-dialog-zsopt-data-qrecc,work:sapient-upstream:qrecc,task_provenance_for_low_overlap_synthetic_recreation,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-dialog-zsopt-data-qrecc-ii,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-dialog-zsopt-data-qrecc-ii,work:sapient-upstream:qrecc,task_provenance_for_low_overlap_synthetic_recreation,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-aeslc-1.0.0,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-aeslc-1.0.0,work:sapient-upstream:aeslc-1.0.0,task_provenance_for_low_overlap_synthetic_recreation,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-idebate,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-idebate,work:sapient-upstream:opinion-abstracts-idebate,historical_seed_for_low_overlap_synthetic_recreation,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-rotten-tomatoes,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-rotten-tomatoes,work:sapient-upstream:opinion-abstracts-rotten-tomatoes,historical_seed_for_low_overlap_synthetic_recreation,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-flan-fsopt-data-aeslc-1.0.0,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-flan-fsopt-data-aeslc-1.0.0,work:sapient-upstream:aeslc-1.0.0,task_provenance_for_low_overlap_synthetic_recreation,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-flan-fsopt-data-opinion-abstracts-idebate,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-flan-fsopt-data-opinion-abstracts-idebate,work:sapient-upstream:opinion-abstracts-idebate,historical_seed_for_low_overlap_synthetic_recreation,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-flan-fsopt-data-opinion-abstracts-rotten-tomatoes,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-flan-fsopt-data-opinion-abstracts-rotten-tomatoes,work:sapient-upstream:opinion-abstracts-rotten-tomatoes,historical_seed_for_low_overlap_synthetic_recreation,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-aeslc-1.0.0,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-aeslc-1.0.0,work:sapient-upstream:aeslc-1.0.0,task_provenance_for_low_overlap_synthetic_recreation,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-idebate,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-idebate,work:sapient-upstream:opinion-abstracts-idebate,historical_seed_for_low_overlap_synthetic_recreation,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-rotten-tomatoes,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-rotten-tomatoes,work:sapient-upstream:opinion-abstracts-rotten-tomatoes,historical_seed_for_low_overlap_synthetic_recreation,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-flan-zsopt-data-aeslc-1.0.0,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-flan-zsopt-data-aeslc-1.0.0,work:sapient-upstream:aeslc-1.0.0,task_provenance_for_low_overlap_synthetic_recreation,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-flan-zsopt-data-opinion-abstracts-idebate,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-flan-zsopt-data-opinion-abstracts-idebate,work:sapient-upstream:opinion-abstracts-idebate,historical_seed_for_low_overlap_synthetic_recreation,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-flan-zsopt-data-opinion-abstracts-rotten-tomatoes,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-flan-zsopt-data-opinion-abstracts-rotten-tomatoes,work:sapient-upstream:opinion-abstracts-rotten-tomatoes,historical_seed_for_low_overlap_synthetic_recreation,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1309-amazonreview-summary-classification,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1309-amazonreview-summary-classification,work:sapient-upstream:task1309-amazonreview-summary-classification,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1370-newscomm-classification,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1370-newscomm-classification,work:sapient-upstream:task1370-newscomm-classification,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1371-newscomm-translation,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1371-newscomm-translation,work:sapient-upstream:task1371-newscomm-translation,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1373-newscomm-translation,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1373-newscomm-translation,work:sapient-upstream:task1373-newscomm-translation,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1374-newscomm-translation,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1374-newscomm-translation,work:sapient-upstream:task1374-newscomm-translation,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1375-newscomm-translation,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1375-newscomm-translation,work:sapient-upstream:task1375-newscomm-translation,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1376-newscomm-translation,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1376-newscomm-translation,work:sapient-upstream:task1376-newscomm-translation,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1377-newscomm-translation,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1377-newscomm-translation,work:sapient-upstream:task1377-newscomm-translation,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task264-paper-reviews-accept-reject,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task264-paper-reviews-accept-reject,work:sapient-upstream:task264-paper-reviews-accept-reject,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task265-paper-reviews-language-identification,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task265-paper-reviews-language-identification,work:sapient-upstream:task265-paper-reviews-language-identification,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task266-paper-reviews-reviewer-perspective,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task266-paper-reviews-reviewer-perspective,work:sapient-upstream:task266-paper-reviews-reviewer-perspective,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task589-amazonfood-summary-text-generation,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task589-amazonfood-summary-text-generation,work:sapient-upstream:task589-amazonfood-summary-text-generation,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task590-amazonfood-summary-correction-classification,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task590-amazonfood-summary-correction-classification,work:sapient-upstream:task590-amazonfood-summary-correction-classification,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task618-amazonreview-summary-text-generation,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task618-amazonreview-summary-text-generation,work:sapient-upstream:task618-amazonreview-summary-text-generation,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task634-allegro-reviews-classification,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task634-allegro-reviews-classification,work:sapient-upstream:task634-allegro-reviews-classification,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task635-allegro-reviews-answer-generation,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task635-allegro-reviews-answer-generation,work:sapient-upstream:task635-allegro-reviews-answer-generation,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task672-amazon-yelp-summarization,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task672-amazon-yelp-summarization,work:sapient-upstream:task672-amazon-yelp-summarization,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task870-msmarco-answer-generation,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task870-msmarco-answer-generation,work:sapient-upstream:task870-msmarco-answer-generation,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task871-msmarco-question-generation,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
