suite,task,checkpoint,scheduler_group_width,job_rows,completed_jobs,failed_jobs,skipped_jobs,job_statuses,result_locations,plan_evidence,freeze_status
dfm_ifeval,ifeval-da,step_1650000_ema,32,32,32,0,0,done,logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_0/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_1/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_10/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_11/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_12/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_13/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_14/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_15/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_16/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_17/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_18/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_19/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_2/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_20/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_21/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_22/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_23/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_24/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_25/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_26/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_27/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_28/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_29/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_3/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_30/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_31/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_4/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_5/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_6/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_7/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_8/step_1650000;logs/dfm_evals/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/ifeval_shard_9/step_1650000,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
euroeval,angry-tweets,step_1650000_ema,20,1,1,0,0,done,logs/euroeval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/step_1650000/angry-tweets,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
euroeval,bfcl-v2,step_1650000_ema,20,1,1,0,0,done,logs/euroeval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/step_1650000/bfcl-v2,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
euroeval,cnn-dailymail,step_1650000_ema,20,1,1,0,0,done,logs/euroeval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/step_1650000/cnn-dailymail,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
euroeval,conll-en,step_1650000_ema,20,1,1,0,0,done,logs/euroeval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/step_1650000/conll-en,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
euroeval,danish-citizen-tests,step_1650000_ema,20,1,1,0,0,done,logs/euroeval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/step_1650000/danish-citizen-tests,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
euroeval,dansk,step_1650000_ema,20,1,1,0,0,done,logs/euroeval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/step_1650000/dansk,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
euroeval,danske-talemaader,step_1650000_ema,20,1,1,0,0,done,logs/euroeval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/step_1650000/danske-talemaader,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
euroeval,hellaswag,step_1650000_ema,20,1,1,0,0,done,logs/euroeval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/step_1650000/hellaswag,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
euroeval,hellaswag-da,step_1650000_ema,20,1,1,0,0,done,logs/euroeval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/step_1650000/hellaswag-da,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
euroeval,ifeval,step_1650000_ema,20,1,1,0,0,done,logs/euroeval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/step_1650000/ifeval,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
euroeval,ifeval-da,step_1650000_ema,20,1,1,0,0,done,logs/euroeval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/step_1650000/ifeval-da,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
euroeval,life-in-the-uk,step_1650000_ema,20,1,1,0,0,done,logs/euroeval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/step_1650000/life-in-the-uk,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
euroeval,multi-wiki-qa-da,step_1650000_ema,20,1,1,0,0,done,logs/euroeval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/step_1650000/multi-wiki-qa-da,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
euroeval,nordjylland-news,step_1650000_ema,20,1,1,0,0,done,logs/euroeval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/step_1650000/nordjylland-news,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
euroeval,scala-da,step_1650000_ema,20,1,1,0,0,done,logs/euroeval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/step_1650000/scala-da,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
euroeval,scala-en,step_1650000_ema,20,1,1,0,0,done,logs/euroeval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/step_1650000/scala-en,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
euroeval,squad,step_1650000_ema,20,1,1,0,0,done,logs/euroeval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/step_1650000/squad,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
euroeval,sst5,step_1650000_ema,20,1,1,0,0,done,logs/euroeval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/step_1650000/sst5,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
euroeval,valeu-da,step_1650000_ema,20,1,0,0,1,skipped,logs/euroeval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/step_1650000/valeu-da,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
euroeval,valeu-en,step_1650000_ema,20,1,1,0,0,done,logs/euroeval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/step_1650000/valeu-en,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
standard,ARC,step_1650000_ema,1,1,1,0,0,done,logs/eval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/standard_shards/ARC,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
standard,BoolQ,step_1650000_ema,1,1,1,0,0,done,logs/eval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/standard_shards/BoolQ,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
standard,DROP,step_1650000_ema,4,4,4,0,0,done,logs/eval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/standard_shards/DROP,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
standard,GSM8k,step_1650000_ema,8,8,8,0,0,done,logs/eval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/standard_shards/GSM8k,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
standard,HellaSwag,step_1650000_ema,2,2,2,0,0,done,logs/eval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/standard_shards/HellaSwag,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
standard,MATH,step_1650000_ema,64,64,64,0,0,done,logs/eval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/standard_shards/MATH,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
standard,MMLU,step_1650000_ema,4,4,4,0,0,done,logs/eval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/standard_shards/MMLU,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
standard,Winogrande,step_1650000_ema,1,1,1,0,0,done,logs/eval/dfm8_XL_steps1250k_1450k_vllm_hrmenv/step_1650000/standard_shards/Winogrande,logs/scheduler/dfm8_XL_steps1250k_1450k_vllm_hrmenv_20260714_094255/plan.tsv,local_outputs_present_task_revision_and_raw_output_retention_review_open
